file	line	call_type	symbol	proof_level
src/lib/tauriClient.ts	824	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	831	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	838	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	845	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	852	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	859	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	866	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	873	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	880	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	887	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	894	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	901	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	908	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	915	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	922	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	929	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	936	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	943	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	950	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	957	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	964	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	971	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	978	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	985	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	992	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	999	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1006	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1013	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1020	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1027	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1034	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1041	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1048	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1055	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1062	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1069	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1076	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1083	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1090	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1097	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1104	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1111	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1118	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1125	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1132	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1139	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1146	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1153	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1160	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1167	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1174	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1181	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1188	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1195	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1202	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1209	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1216	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1223	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1230	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1237	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1244	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1251	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1258	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1265	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1272	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1279	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1286	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1293	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1300	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1307	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1314	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1321	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1328	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1335	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1342	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1349	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1356	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1363	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1370	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1377	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1384	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1391	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1398	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1405	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1412	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1419	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1426	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1433	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1440	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1447	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1454	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1461	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1468	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1475	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1482	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1489	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1496	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1503	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1510	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1517	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1524	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1531	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1538	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1545	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1552	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1559	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1566	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1573	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1580	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1587	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1594	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1601	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1608	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1615	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1622	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1629	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1636	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1643	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1650	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1657	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1664	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1671	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1678	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1685	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1692	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1699	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1706	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1713	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1720	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1727	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1734	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1741	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1748	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1755	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1762	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1769	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1776	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1783	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1790	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1797	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1804	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1811	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1818	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1825	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1832	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1839	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1846	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1853	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1860	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1867	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1874	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1881	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1888	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1895	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1902	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1909	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1916	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1923	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1930	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1937	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1944	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1951	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1958	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1965	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1972	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1979	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1986	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	1993	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2000	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2007	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2014	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2021	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2028	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2035	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2042	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2049	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2056	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2063	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2070	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2077	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2084	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2091	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2098	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2105	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2112	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2119	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2126	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2133	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2140	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2147	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2154	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2161	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2168	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2175	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2182	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2189	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2196	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2203	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2210	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2217	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2224	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2231	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2238	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2245	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2252	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2259	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2266	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2273	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2280	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2287	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2294	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2301	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2308	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2315	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2322	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2329	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2336	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2343	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2350	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2357	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2364	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2371	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2378	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2385	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2392	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2399	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2406	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2413	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2420	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2427	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2434	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2441	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2448	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2455	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2462	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2469	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2476	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2483	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2490	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2497	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2504	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2511	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2518	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2525	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2532	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2539	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2546	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2553	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2560	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2567	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2574	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2581	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2588	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2595	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2602	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2609	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2616	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2623	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2630	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2637	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2644	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2651	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2658	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2665	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2672	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2679	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2686	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2694	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2701	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2708	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2715	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2722	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2729	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2736	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2743	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2750	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2757	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2764	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2771	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2778	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2785	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2792	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2799	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2806	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2813	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2820	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2827	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2834	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2841	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2848	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2854	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2856	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2860	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2867	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2874	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2881	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2888	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2895	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
