command	file	fn_line	attr_line
singularity_get_full_state	src-tauri/src/mock_commands.rs	549	548
singularity_get_full_state	src-tauri/src/singularity_state/commands.rs	36	35
singularity_get_fusion_state	src-tauri/src/singularity_fusion/fusion_engine.rs	97	96
singularity_get_global_coherence	src-tauri/src/mock_commands.rs	626	625
singularity_get_global_coherence	src-tauri/src/singularity_state/commands.rs	89	88
singularity_get_meta	src-tauri/src/mock_commands.rs	713	712
singularity_get_meta	src-tauri/src/singularity_state/commands.rs	80	79
singularity_get_metrics	src-tauri/src/singularity_fusion/fusion_engine.rs	249	248
singularity_get_mode	src-tauri/src/singularity_os/api.rs	86	85
singularity_get_physical	src-tauri/src/mock_commands.rs	497	496
singularity_get_physical	src-tauri/src/singularity_state/commands.rs	44	43
singularity_get_state	src-tauri/src/singularity/singularity_state.rs	265	264
singularity_get_state	src-tauri/src/singularity_os/api.rs	32	31
singularity_get_stats	src-tauri/src/singularity_os/api.rs	41	40
singularity_get_symbolic	src-tauri/src/mock_commands.rs	691	690
singularity_get_symbolic	src-tauri/src/singularity_state/commands.rs	62	61
singularity_hash	src-tauri/src/singularity/singularity_commands.rs	107	106
singularity_integrity	src-tauri/src/singularity/singularity_commands.rs	160	159
singularity_is_critical	src-tauri/src/mock_commands.rs	631	630
singularity_is_critical	src-tauri/src/singularity_state/commands.rs	97	96
singularity_load_state	src-tauri/src/mock_commands.rs	803	802
singularity_load_state	src-tauri/src/singularity_state/commands.rs	193	192
singularity_meta	src-tauri/src/singularity/singularity_commands.rs	146	145
singularity_perform_sync	src-tauri/src/singularity_fusion/fusion_engine.rs	118	117
singularity_promote_memories	src-tauri/src/singularity_os/api.rs	201	200
singularity_push_context	src-tauri/src/singularity_os/api.rs	110	109
singularity_record_interaction	src-tauri/src/singularity_os/api.rs	100	99
singularity_register_pipeline	src-tauri/src/singularity_fusion/fusion_engine.rs	195	194
singularity_repair	src-tauri/src/singularity/singularity_commands.rs	174	173
singularity_reset	src-tauri/src/singularity_fusion/fusion_engine.rs	293	292
singularity_reset	src-tauri/src/singularity_os/api.rs	121	120
singularity_restore_snapshot	src-tauri/src/singularity_fusion/fusion_engine.rs	180	179
singularity_save_state	src-tauri/src/mock_commands.rs	794	793
singularity_save_state	src-tauri/src/singularity_state/commands.rs	184	183
singularity_self_check	src-tauri/src/commands/singularity_commands.rs	18	17
singularity_selftest_full	src-tauri/src/singularity/singularity_selftest.rs	510	509
singularity_set	src-tauri/src/singularity/singularity_commands.rs	65	64
singularity_set_mode	src-tauri/src/singularity_os/api.rs	64	63
singularity_should_reset	src-tauri/src/singularity_os/api.rs	131	130
singularity_snapshot	src-tauri/src/singularity/singularity_commands.rs	205	204
singularity_start_sync_loop	src-tauri/src/singularity_fusion/fusion_engine.rs	106	105
singularity_sync	src-tauri/src/singularity/singularity_commands.rs	121	120
singularity_sync_from_memory	src-tauri/src/singularity_os/api.rs	189	188
singularity_sync_memory	src-tauri/src/singularity_os/api.rs	168	167
singularity_unify	src-tauri/src/singularity/totality.rs	43	42
singularity_update_adaptive	src-tauri/src/mock_commands.rs	765	764
singularity_update_adaptive	src-tauri/src/singularity_state/commands.rs	139	138
singularity_update_cognitive	src-tauri/src/mock_commands.rs	740	739
singularity_update_cognitive	src-tauri/src/singularity_state/commands.rs	119	118
singularity_update_full_state	src-tauri/src/mock_commands.rs	785	784
singularity_update_full_state	src-tauri/src/singularity_state/commands.rs	159	158
singularity_update_meta	src-tauri/src/mock_commands.rs	776	775
singularity_update_meta	src-tauri/src/singularity_state/commands.rs	149	148
singularity_update_physical	src-tauri/src/mock_commands.rs	728	727
singularity_update_physical	src-tauri/src/singularity_state/commands.rs	109	108
singularity_update_symbolic	src-tauri/src/mock_commands.rs	754	753
singularity_update_symbolic	src-tauri/src/singularity_state/commands.rs	129	128
singularity_validate_response	src-tauri/src/singularity_os/api.rs	157	156
speak	src-tauri/src/audio/commands.rs	1045	1044
speak	src-tauri/src/commands/ai_chat.rs	258	257
speak	src-tauri/src/mock_commands.rs	1372	1371
speak_text	src-tauri/src/chat_engine/commands.rs	65	64
speak_text	src-tauri/src/mock_commands.rs	394	393
start_recording	src-tauri/src/audio/commands.rs	890	889
start_recording	src-tauri/src/commands/ai_chat.rs	364	363
start_recording	src-tauri/src/mock_commands.rs	1396	1395
start_whisper_streaming	src-tauri/src/commands/whisper_commands.rs	23	22
stop_recording	src-tauri/src/audio/commands.rs	948	947
stop_recording	src-tauri/src/commands/ai_chat.rs	370	369
stop_recording	src-tauri/src/mock_commands.rs	1402	1401
stop_speaking	src-tauri/src/audio/commands.rs	1107	1106
stop_speaking	src-tauri/src/commands/ai_chat.rs	346	345
stop_speaking	src-tauri/src/mock_commands.rs	1385	1384
stop_whisper_streaming	src-tauri/src/commands/whisper_commands.rs	43	42
store_file	src-tauri/src/mock_commands.rs	1242	1241
store_image	src-tauri/src/multimodal/commands.rs	163	162
stream_response	src-tauri/src/chat_engine/commands.rs	26	25
stream_response	src-tauri/src/mock_commands.rs	330	329
switch_vision_model	src-tauri/src/multimodal/commands.rs	119	118
sync_singularity	src-tauri/src/mock_commands.rs	636	635
sync_singularity	src-tauri/src/singularity_state/commands.rs	170	169
system_get_status	src-tauri/src/commands/state_bridge_commands.rs	162	161
system_optimize	src-tauri/src/commands/system_health.rs	71	70
system_optimize	src-tauri/src/commands/system_health_commands.rs	162	161
task_create	src-tauri/src/overdrive/project_autopilot.rs	400	399
task_delete	src-tauri/src/overdrive/project_autopilot.rs	490	489
task_list	src-tauri/src/overdrive/project_autopilot.rs	437	436
task_update_status	src-tauri/src/overdrive/project_autopilot.rs	463	462
test_api_key	src-tauri/src/commands/ia_commands.rs	146	145
test_copilot_connection	src-tauri/src/commands/copilot_commands.rs	299	298
test_gemini_services	src-tauri/src/commands/orchestration_center.rs	1102	1101
test_microphone	src-tauri/src/audio/commands.rs	622	621
test_rate_limit	src-tauri/src/security/commands.rs	43	42
test_tts	src-tauri/src/audio/commands.rs	230	229
titan_check_integrity	src-tauri/src/persistence/commands.rs	117	116
titan_compact_journal	src-tauri/src/persistence/commands.rs	124	123
titan_docs_generate_markdown	src-tauri/src/devtools/docs_commands.rs	76	75
titan_docs_get	src-tauri/src/devtools/docs_commands.rs	29	28
titan_docs_list	src-tauri/src/devtools/docs_commands.rs	36	35
titan_docs_list_by_module	src-tauri/src/devtools/docs_commands.rs	58	57
titan_docs_registry	src-tauri/src/devtools/docs_commands.rs	69	68
titan_docs_search	src-tauri/src/devtools/docs_commands.rs	22	21
titan_dump_raw_state	src-tauri/src/persistence/commands.rs	521	520
titan_export_data	src-tauri/src/persistence/commands.rs	220	219
titan_force_snapshot	src-tauri/src/persistence/commands.rs	96	95
titan_get_events_since	src-tauri/src/persistence/commands.rs	138	137
titan_get_memory_health	src-tauri/src/persistence/commands.rs	339	338
titan_get_persistence_status	src-tauri/src/persistence/commands.rs	110	109
titan_get_schema_version	src-tauri/src/persistence/commands.rs	214	213
titan_import_data	src-tauri/src/persistence/commands.rs	291	290
titan_list_snapshots	src-tauri/src/persistence/commands.rs	148	147
titan_load_state	src-tauri/src/persistence/commands.rs	131	130
titan_memory_doctor_compact	src-tauri/src/persistence/commands.rs	598	597
titan_memory_doctor_diagnose	src-tauri/src/persistence/commands.rs	574	573
titan_memory_doctor_export	src-tauri/src/persistence/commands.rs	606	605
titan_memory_doctor_heal	src-tauri/src/persistence/commands.rs	590	589
titan_memory_doctor_summary	src-tauri/src/persistence/commands.rs	582	581
titan_migrate_state	src-tauri/src/persistence/commands.rs	180	179
titan_persist_event	src-tauri/src/persistence/commands.rs	65	64
titan_persistence_init	src-tauri/src/persistence/commands.rs	58	57
titan_persistence_shutdown	src-tauri/src/persistence/commands.rs	169	168
titan_recover_state	src-tauri/src/persistence/commands.rs	155	154
titan_reset_module	src-tauri/src/persistence/commands.rs	505	504
titan_run_full_integrity_check	src-tauri/src/persistence/commands.rs	532	531
titan_run_self_healing	src-tauri/src/persistence/commands.rs	422	421
titan_validate_archive	src-tauri/src/persistence/commands.rs	255	254
titan_validate_invariants	src-tauri/src/persistence/commands.rs	468	467
titan_verify_integrity	src-tauri/src/persistence/commands.rs	162	161
toggle_ia_policy	src-tauri/src/commands/governance_commands.rs	176	174
training_disable	src-tauri/src/ai_chat/training_commands.rs	42	41
training_enable	src-tauri/src/ai_chat/training_commands.rs	26	25
training_end_session	src-tauri/src/ai_chat/training_commands.rs	159	158
training_export_patterns	src-tauri/src/ai_chat/training_commands.rs	168	167
training_find_patterns	src-tauri/src/ai_chat/training_commands.rs	128	127
training_generate_report	src-tauri/src/ai_chat/training_commands.rs	195	194
training_get_state	src-tauri/src/ai_chat/training_commands.rs	52	51
training_get_stats	src-tauri/src/ai_chat/training_commands.rs	61	60
training_import_patterns	src-tauri/src/ai_chat/training_commands.rs	177	176
training_learn_pattern	src-tauri/src/ai_chat/training_commands.rs	102	101
training_process_feedbacks	src-tauri/src/ai_chat/training_commands.rs	150	149
training_prune_patterns	src-tauri/src/ai_chat/training_commands.rs	186	185
training_record_feedback	src-tauri/src/ai_chat/training_commands.rs	70	69
training_start_session	src-tauri/src/ai_chat/training_commands.rs	141	140
training_verify_kevin	src-tauri/src/ai_chat/training_commands.rs	17	16
transcribe_audio	src-tauri/src/audio/commands.rs	728	727
transcribe_audio	src-tauri/src/commands/ai_chat.rs	376	375
transcribe_audio	src-tauri/src/mock_commands.rs	1412	1411
tts_speak	src-tauri/src/audio/commands.rs	67	66
tts_stop	src-tauri/src/audio/commands.rs	222	221
twin_apply_evolution	src-tauri/src/numeric_twin/twin_commands.rs	298	297
twin_get_evolution_profile	src-tauri/src/numeric_twin/twin_commands.rs	369	368
twin_get_fusion_index	src-tauri/src/numeric_twin/twin_commands.rs	232	231
twin_get_identity	src-tauri/src/numeric_twin/twin_commands.rs	402	401
twin_get_state	src-tauri/src/numeric_twin/twin_commands.rs	219	218
twin_recalculate_fusion	src-tauri/src/numeric_twin/twin_commands.rs	437	436
twin_submit_observation	src-tauri/src/numeric_twin/twin_commands.rs	253	252
twin_validate_sync	src-tauri/src/numeric_twin/twin_commands.rs	344	343
update_agent_ia_permission	src-tauri/src/commands/ia_context_commands.rs	194	193
update_agent_ia_recommendation	src-tauri/src/commands/ia_context_commands.rs	209	208
update_agent_permission	src-tauri/src/commands/multi_agents_commands.rs	147	146
update_available_ia_engines	src-tauri/src/commands/ia_context_commands.rs	90	89
update_body_energy	src-tauri/src/commands/devtools.rs	569	568
update_chat_engine_config	src-tauri/src/config/update.rs	211	210
update_cognitive_mode	src-tauri/src/commands/devtools.rs	464	463
update_heart_alignment	src-tauri/src/commands/devtools.rs	551	550
update_ia_engine_status	src-tauri/src/commands/ia_context_commands.rs	104	103
update_mental_charge	src-tauri/src/commands/devtools.rs	533	532
update_multimodal_config	src-tauri/src/multimodal/commands.rs	388	387
update_runtime_config	src-tauri/src/config/update.rs	166	165
update_ui_token	src-tauri/src/design_center/theme_manager.rs	305	304
upload_and_process_file	src-tauri/src/mock_commands.rs	1132	1131
vad_configure	src-tauri/src/audio/commands.rs	1298	1297
vad_get_state	src-tauri/src/audio/commands.rs	1265	1264
vad_process_frame	src-tauri/src/audio/commands.rs	1281	1280
vad_reset	src-tauri/src/audio/commands.rs	1318	1317
vad_test	src-tauri/src/audio/commands.rs	1329	1328
validate_chat_message	src-tauri/src/secure_commands.rs	713	712
validate_memory_file	src-tauri/src/commands/memory_compactor_commands.rs	61	60
validate_nexus	src-tauri/src/mock_commands.rs	476	475
validate_tauri_only	src-tauri/src/commands/diagnostic.rs	147	146
vector_search	src-tauri/src/api/vector_store_api.rs	589	588
vector_store_delete	src-tauri/src/api/vector_store_api.rs	624	623
vector_store_get	src-tauri/src/api/vector_store_api.rs	601	600
vector_store_get_stats	src-tauri/src/api/vector_store_api.rs	635	634
vector_store_init	src-tauri/src/api/vector_store_api.rs	564	563
vector_store_insert	src-tauri/src/api/vector_store_api.rs	578	577
vector_store_update	src-tauri/src/api/vector_store_api.rs	612	611
voice_calibrate_microphone	src-tauri/src/overdrive/voice_engine.rs	474	473
voice_cancel_recording	src-tauri/src/overdrive/voice_engine.rs	180	179
voice_check_interruption	src-tauri/src/overdrive/voice_engine.rs	535	534
voice_detect_wake_word	src-tauri/src/overdrive/voice_engine.rs	295	294
voice_disable_duplex	src-tauri/src/overdrive/voice_engine.rs	526	525
voice_enable_duplex	src-tauri/src/overdrive/voice_engine.rs	517	516
voice_get_available_models	src-tauri/src/overdrive/voice_engine.rs	605	604
voice_get_config	src-tauri/src/overdrive/voice_engine.rs	451	450
voice_get_status	src-tauri/src/overdrive/voice_engine.rs	468	467
voice_is_recording	src-tauri/src/overdrive/voice_engine.rs	198	197
voice_play_audio	src-tauri/src/overdrive/voice_engine.rs	395	394
voice_start_listening	src-tauri/src/overdrive/voice_engine.rs	122	121
voice_stop_listening	src-tauri/src/overdrive/voice_engine.rs	149	148
voice_stop_speaking	src-tauri/src/overdrive/voice_engine.rs	435	434
voice_synthesize_speech	src-tauri/src/overdrive/voice_engine.rs	359	358
voice_test_pipeline	src-tauri/src/overdrive/voice_engine.rs	554	553
voice_transcribe_audio	src-tauri/src/overdrive/voice_engine.rs	205	204
voice_update_config	src-tauri/src/overdrive/voice_engine.rs	457	456
watchdog_fix	src-tauri/src/watchdog/commands.rs	34	33
watchdog_get_data	src-tauri/src/commands/mod.rs	257	256
watchdog_get_logs	src-tauri/src/commands/mod.rs	233	232
watchdog_run_selftest	src-tauri/src/watchdog/commands.rs	20	19
watchdog_scan	src-tauri/src/watchdog/commands.rs	25	24
write_log	src-tauri/src/api/memory_api.rs	47	46
write_log	src-tauri/src/mock_commands.rs	147	146
write_snapshot	src-tauri/src/api/memory_api.rs	34	33
write_snapshot	src-tauri/src/mock_commands.rs	127	126
