command	file	fn_line	attr_line
adaptive_capture_sample	src-tauri/src/adaptive/adaptive_commands.rs	118	117
adaptive_get_data	src-tauri/src/commands/mod.rs	315	314
adaptive_get_history	src-tauri/src/adaptive/adaptive_commands.rs	96	95
adaptive_get_profile	src-tauri/src/adaptive/adaptive_commands.rs	34	33
adaptive_get_summary	src-tauri/src/adaptive/adaptive_commands.rs	132	131
adaptive_learn	src-tauri/src/adaptive/adaptive_commands.rs	67	66
adaptive_run_optimization	src-tauri/src/adaptive/adaptive_commands.rs	81	80
adaptive_set_mode	src-tauri/src/adaptive/adaptive_commands.rs	45	44
add_timeline_event	src-tauri/src/api/memory_api.rs	60	59
add_timeline_event	src-tauri/src/mock_commands.rs	171	170
ai_chat_send	src-tauri/src/overdrive/chat_orchestrator.rs	1495	1494
ai_chat_stream	src-tauri/src/overdrive/chat_orchestrator.rs	1464	1463
ai_query	src-tauri/src/commands/ai_chat.rs	151	150
analyze_audio	src-tauri/src/multimodal/commands.rs	136	135
analyze_image	src-tauri/src/multimodal/commands.rs	63	62
analyze_image_path	src-tauri/src/multimodal/commands.rs	77	76
anthology_get_literary_dna	src-tauri/src/conversation_engine/commands.rs	402	401
anthology_get_statistics	src-tauri/src/conversation_engine/commands.rs	457	456
anthology_get_top_lexical_fields	src-tauri/src/conversation_engine/commands.rs	447	446
anthology_integrate_text	src-tauri/src/conversation_engine/commands.rs	380	379
anthology_search_by_layer	src-tauri/src/conversation_engine/commands.rs	423	422
anthology_search_by_tag	src-tauri/src/conversation_engine/commands.rs	412	411
api_clear_cache	src-tauri/src/overdrive/api_bridge.rs	462	461
api_enable	src-tauri/src/overdrive/api_bridge.rs	331	330
api_gemini_generate	src-tauri/src/overdrive/api_bridge.rs	492	491
api_get_cache_size	src-tauri/src/overdrive/api_bridge.rs	476	475
api_get_stats	src-tauri/src/overdrive/api_bridge.rs	360	359
api_list_configs	src-tauri/src/overdrive/api_bridge.rs	278	277
api_ollama_generate	src-tauri/src/overdrive/api_bridge.rs	527	526
api_request	src-tauri/src/overdrive/api_bridge.rs	142	141
api_reset_stats	src-tauri/src/overdrive/api_bridge.rs	404	403
api_set_key	src-tauri/src/overdrive/api_bridge.rs	308	307
api_test_connection	src-tauri/src/overdrive/api_bridge.rs	564	563
api_update_config	src-tauri/src/overdrive/api_bridge.rs	290	289
append_security_log	src-tauri/src/commands/governance_commands.rs	341	340
audio_capture_export_wav	src-tauri/src/audio/commands.rs	1536	1535
audio_capture_get_chunk	src-tauri/src/audio/commands.rs	1524	1523
audio_capture_start	src-tauri/src/audio/commands.rs	1460	1459
audio_capture_status	src-tauri/src/audio/commands.rs	1509	1508
audio_capture_stop	src-tauri/src/audio/commands.rs	1479	1478
audio_list_devices	src-tauri/src/audio/commands.rs	1553	1552
auth_delete_api_key	src-tauri/src/auth/commands.rs	73	72
auth_generate_dev_token	src-tauri/src/auth/commands.rs	23	22
auth_get_api_keys	src-tauri/src/auth/commands.rs	63	62
auth_get_status	src-tauri/src/auth/commands.rs	13	12
auth_grant_role	src-tauri/src/auth/commands.rs	83	82
auth_revoke_dev_token	src-tauri/src/auth/commands.rs	43	42
auth_revoke_role	src-tauri/src/auth/commands.rs	93	92
auth_save_api_keys	src-tauri/src/auth/commands.rs	53	52
auth_validate_dev_token	src-tauri/src/auth/commands.rs	33	32
auto_compact_memory	src-tauri/src/commands/memory_compactor_commands.rs	71	70
auto_heal_get_logs	src-tauri/src/auto_heal.rs	333	332
auto_heal_get_logs	src-tauri/src/overdrive/auto_heal.rs	536	535
auto_heal_repair	src-tauri/src/auto_heal.rs	299	298
auto_heal_repair	src-tauri/src/overdrive/auto_heal.rs	364	363
auto_heal_scan	src-tauri/src/auto_heal.rs	263	262
auto_heal_scan	src-tauri/src/overdrive/auto_heal.rs	203	202
autofix_add_mutex	src-tauri/src/singularity_fusion/auto_fix.rs	360	359
autofix_detect_invalid_states	src-tauri/src/singularity_fusion/auto_fix.rs	120	119
autofix_detect_react_hook_violations	src-tauri/src/singularity_fusion/auto_fix.rs	107	106
autofix_detect_rust_warnings	src-tauri/src/singularity_fusion/auto_fix.rs	80	79
autofix_detect_typescript_errors	src-tauri/src/singularity_fusion/auto_fix.rs	94	93
autofix_fix_all	src-tauri/src/singularity_fusion/auto_fix.rs	165	164
autofix_fix_issue	src-tauri/src/singularity_fusion/auto_fix.rs	133	132
autofix_get_history	src-tauri/src/singularity_fusion/auto_fix.rs	202	201
autofix_get_stats	src-tauri/src/singularity_fusion/auto_fix.rs	209	208
autofix_reset	src-tauri/src/singularity_fusion/auto_fix.rs	216	215
autofix_reset_state	src-tauri/src/singularity_fusion/auto_fix.rs	298	297
autofix_restart_pipeline	src-tauri/src/singularity_fusion/auto_fix.rs	338	337
autofix_restart_tauri_command	src-tauri/src/singularity_fusion/auto_fix.rs	344	343
autofix_resync_lipsync	src-tauri/src/singularity_fusion/auto_fix.rs	354	353
autofix_rust_warning	src-tauri/src/singularity_fusion/auto_fix.rs	238	237
autofix_typescript_error	src-tauri/src/singularity_fusion/auto_fix.rs	268	267
autoheal_clear_narrative	src-tauri/src/singularity_fusion/auto_heal.rs	104	103
autoheal_clear_pipeline	src-tauri/src/singularity_fusion/auto_heal.rs	159	158
autoheal_clear_tts_queue	src-tauri/src/singularity_fusion/auto_heal.rs	129	128
autoheal_detect_broken	src-tauri/src/singularity_fusion/auto_heal.rs	61	60
autoheal_detect_broken_modules	src-tauri/src/singularity_fusion/auto_heal.rs	52	51
autoheal_get_history	src-tauri/src/singularity_fusion/auto_heal.rs	283	282
autoheal_heal_avatar_module	src-tauri/src/singularity_fusion/auto_heal.rs	186	185
autoheal_heal_cognitive_module	src-tauri/src/singularity_fusion/auto_heal.rs	169	168
autoheal_heal_lipsync_module	src-tauri/src/singularity_fusion/auto_heal.rs	224	223
autoheal_heal_memory_module	src-tauri/src/singularity_fusion/auto_heal.rs	241	240
autoheal_heal_pipeline	src-tauri/src/singularity_fusion/auto_heal.rs	258	257
autoheal_heal_tts_module	src-tauri/src/singularity_fusion/auto_heal.rs	207	206
autoheal_init_cognitive	src-tauri/src/singularity_fusion/auto_heal.rs	94	93
autoheal_init_narrative	src-tauri/src/singularity_fusion/auto_heal.rs	109	108
autoheal_init_tts	src-tauri/src/singularity_fusion/auto_heal.rs	134	133
autoheal_rebuild_memory_index	src-tauri/src/singularity_fusion/auto_heal.rs	144	143
autoheal_reload_avatar	src-tauri/src/singularity_fusion/auto_heal.rs	119	118
autoheal_reset	src-tauri/src/singularity_fusion/auto_heal.rs	291	290
autoheal_reset_adaptive	src-tauri/src/singularity_fusion/auto_heal.rs	99	98
autoheal_reset_cognitive	src-tauri/src/singularity_fusion/auto_heal.rs	89	88
autoheal_resync_lipsync	src-tauri/src/singularity_fusion/auto_heal.rs	139	138
autoheal_resync_state	src-tauri/src/singularity_fusion/auto_heal.rs	277	276
autoheal_start_avatar	src-tauri/src/singularity_fusion/auto_heal.rs	124	123
autoheal_start_pipeline	src-tauri/src/singularity_fusion/auto_heal.rs	164	163
autoheal_stop_avatar	src-tauri/src/singularity_fusion/auto_heal.rs	114	113
autoheal_stop_pipeline	src-tauri/src/singularity_fusion/auto_heal.rs	154	153
autoheal_validate_memory	src-tauri/src/singularity_fusion/auto_heal.rs	149	148
automation_cancel	src-tauri/src/commands/automations.rs	923	922
automation_execute	src-tauri/src/commands/automations.rs	714	713
automation_get_available	src-tauri/src/commands/automations.rs	648	647
automation_get_cooldowns	src-tauri/src/commands/automations.rs	901	900
automation_get_history	src-tauri/src/commands/automations.rs	867	866
automation_get_stats	src-tauri/src/commands/automations.rs	888	887
automation_list	src-tauri/src/commands/automations.rs	635	634
automation_validate	src-tauri/src/commands/automations.rs	683	682
autopilot_enable	src-tauri/src/overdrive/project_autopilot.rs	646	645
autopilot_get_schedule	src-tauri/src/overdrive/project_autopilot.rs	672	671
autopilot_get_suggestions	src-tauri/src/overdrive/project_autopilot.rs	632	631
autopilot_run	src-tauri/src/overdrive/project_autopilot.rs	510	509
autopilot_set_schedule	src-tauri/src/overdrive/project_autopilot.rs	684	683
avatar_add_archetype	src-tauri/src/avatar/appearance_commands.rs	190	189
avatar_advance_lip_sync	src-tauri/src/avatar/avatar_commands.rs	93	92
avatar_apply_style_preset	src-tauri/src/avatar/appearance_commands.rs	84	83
avatar_enable_immersion	src-tauri/src/avatar/avatar_commands.rs	46	45
avatar_finish_speech	src-tauri/src/avatar/avatar_commands.rs	35	34
avatar_get_appearance	src-tauri/src/avatar/appearance_commands.rs	34	33
avatar_get_current_morph	src-tauri/src/avatar/avatar_commands.rs	68	67
avatar_get_display_state	src-tauri/src/avatar/avatar_floating_commands.rs	15	14
avatar_get_expression	src-tauri/src/avatar/avatar_commands.rs	102	101
avatar_get_state	src-tauri/src/avatar/avatar_commands.rs	123	122
avatar_list_screens	src-tauri/src/avatar/avatar_floating_commands.rs	317	316
avatar_list_styles	src-tauri/src/avatar/appearance_commands.rs	174	173
avatar_load_custom_style	src-tauri/src/avatar/appearance_commands.rs	139	138
avatar_merge_styles	src-tauri/src/avatar/appearance_commands.rs	154	153
avatar_mode_embed	src-tauri/src/avatar/avatar_floating_commands.rs	67	66
avatar_mode_floating	src-tauri/src/avatar/avatar_floating_commands.rs	47	46
avatar_mode_hidden	src-tauri/src/avatar/avatar_floating_commands.rs	86	85
avatar_move_to_screen	src-tauri/src/avatar/avatar_floating_commands.rs	350	349
avatar_on_wake_word	src-tauri/src/avatar/avatar_commands.rs	57	56
avatar_parse_style_command	src-tauri/src/avatar/appearance_commands.rs	101	100
avatar_prepare_animation	src-tauri/src/avatar/avatar_commands.rs	154	152
avatar_prepare_speech	src-tauri/src/avatar/avatar_commands.rs	11	10
avatar_reset_display_state	src-tauri/src/avatar/avatar_floating_commands.rs	37	36
avatar_run_selftest	src-tauri/src/avatar/avatar_selftest.rs	14	13
avatar_save_custom_style	src-tauri/src/avatar/appearance_commands.rs	119	118
avatar_set_always_on_top	src-tauri/src/avatar/avatar_floating_commands.rs	181	180
avatar_set_anchor	src-tauri/src/avatar/avatar_floating_commands.rs	251	250
avatar_set_anchor_by_name	src-tauri/src/avatar/avatar_floating_commands.rs	301	300
avatar_set_appearance	src-tauri/src/avatar/appearance_commands.rs	48	47
avatar_set_click_through	src-tauri/src/avatar/avatar_floating_commands.rs	225	224
avatar_set_display_state	src-tauri/src/avatar/avatar_floating_commands.rs	21	20
avatar_set_locked	src-tauri/src/avatar/avatar_floating_commands.rs	203	202
avatar_set_mirror_mode	src-tauri/src/avatar/avatar_floating_commands.rs	214	213
avatar_set_opacity	src-tauri/src/avatar/avatar_floating_commands.rs	170	169
avatar_set_position	src-tauri/src/avatar/avatar_floating_commands.rs	109	108
avatar_set_scale	src-tauri/src/avatar/avatar_floating_commands.rs	159	158
avatar_set_size	src-tauri/src/avatar/avatar_floating_commands.rs	134	133
avatar_update_appearance	src-tauri/src/avatar/appearance_commands.rs	66	65
avatar_update_display_state	src-tauri/src/avatar/avatar_floating_commands.rs	29	28
backend_run_global_selftest	src-tauri/src/backend_selftest.rs	175	174
backend_self_check	src-tauri/src/commands/diagnostic.rs	63	62
batch_execute	src-tauri/src/batch/mod.rs	186	185
batch_get_dashboard_state	src-tauri/src/batch/mod.rs	216	215
batch_get_monitoring_overview	src-tauri/src/batch/mod.rs	245	244
cache_cleanup	src-tauri/src/cache/middleware.rs	203	202
cache_clear	src-tauri/src/cache/middleware.rs	192	191
cache_get_metrics	src-tauri/src/cache/middleware.rs	198	197
cache_invalidate_pattern	src-tauri/src/cache/middleware.rs	186	185
calibrate_titane_voice	src-tauri/src/audio/commands.rs	1754	1753
can_agent_use_provider	src-tauri/src/commands/multi_agents_commands.rs	165	164
cancel_recording	src-tauri/src/audio/commands.rs	1010	1009
chat_check_config	src-tauri/src/api/chat_commands.rs	84	83
chat_check_providers	src-tauri/src/overdrive/chat_orchestrator.rs	1441	1440
chat_clear_history	src-tauri/src/api/chat_commands.rs	67	66
chat_create_conversation	src-tauri/src/overdrive/chat_orchestrator.rs	1296	1295
chat_delete_conversation	src-tauri/src/overdrive/chat_orchestrator.rs	1330	1329
chat_generate	src-tauri/src/mock_commands.rs	1078	1077
chat_generate_claude	src-tauri/src/commands/chat_generate_commands.rs	192	191
chat_generate_copilot	src-tauri/src/commands/copilot_commands.rs	80	79
chat_generate_gemini	src-tauri/src/commands/chat_generate_commands.rs	58	57
chat_generate_openai	src-tauri/src/commands/chat_generate_commands.rs	125	124
chat_generate_suggestions	src-tauri/src/overdrive/chat_orchestrator.rs	1342	1341
chat_get_conversation	src-tauri/src/overdrive/chat_orchestrator.rs	1317	1316
chat_get_history	src-tauri/src/api/chat_commands.rs	61	60
chat_get_memory_stats	src-tauri/src/overdrive/chat_orchestrator.rs	1277	1276
chat_get_providers_status	src-tauri/src/overdrive/chat_orchestrator.rs	1433	1432
chat_send_message	src-tauri/src/api/chat_commands.rs	52	47
chat_send_message	src-tauri/src/overdrive/chat_orchestrator.rs	444	439
chat_set_anthropic_key	src-tauri/src/secure_commands.rs	353	352
chat_set_api_key	src-tauri/src/api/chat_commands.rs	74	73
chat_set_copilot_key	src-tauri/src/commands/copilot_commands.rs	199	198
chat_set_gemini_key	src-tauri/src/secure_commands.rs	169	168
chat_set_openai_key	src-tauri/src/secure_commands.rs	251	250
chat_stream_message	src-tauri/src/overdrive/chat_orchestrator.rs	1518	1517
check_connection	src-tauri/src/commands/ai_chat.rs	447	446
check_core_health	src-tauri/src/commands/core_system.rs	186	185
check_is_titane_speaking	src-tauri/src/audio/commands.rs	1790	1789
check_needs_intervention	src-tauri/src/commands/devtools.rs	518	517
check_sqlite_available	src-tauri/src/api/vector_store_api.rs	654	653
check_system_integrity	src-tauri/src/secure_commands.rs	733	732
cleanup_rate_limiter	src-tauri/src/security/commands.rs	36	35
clear_all_memory	src-tauri/src/commands/ai_chat.rs	441	440
clear_ia_request_history	src-tauri/src/commands/ia_context_commands.rs	267	266
clear_image_memory	src-tauri/src/multimodal/commands.rs	297	296
clear_logs	src-tauri/src/mock_commands.rs	826	825
clear_memory	src-tauri/src/mock_commands.rs	1232	1231
clear_permission_audit	src-tauri/src/commands/governance_commands.rs	273	272
clear_security_log	src-tauri/src/commands/governance_commands.rs	417	416
cloud_auto_heal	src-tauri/src/cloud/commands.rs	363	362
cloud_backup_vault	src-tauri/src/cloud/commands.rs	335	334
cloud_create_vault	src-tauri/src/cloud/commands.rs	134	133
cloud_get_devices	src-tauri/src/cloud/commands.rs	261	260
cloud_get_status	src-tauri/src/cloud/commands.rs	146	145
cloud_get_sync_history	src-tauri/src/cloud/commands.rs	287	286
cloud_init	src-tauri/src/cloud/commands.rs	82	81
cloud_list_backups	src-tauri/src/cloud/commands.rs	415	414
cloud_load_vault	src-tauri/src/cloud/commands.rs	122	121
cloud_remove_device	src-tauri/src/cloud/commands.rs	275	274
cloud_restore_vault	src-tauri/src/cloud/commands.rs	349	348
cloud_sync_pull	src-tauri/src/cloud/commands.rs	197	196
cloud_sync_push	src-tauri/src/cloud/commands.rs	188	187
cloud_update_config	src-tauri/src/cloud/commands.rs	206	205
cloud_update_vault_data	src-tauri/src/cloud/commands.rs	311	310
cloud_verify_integrity	src-tauri/src/cloud/commands.rs	326	325
cognitive_add_changelog	src-tauri/src/commands/cognitive_center.rs	528	527
cognitive_add_concept	src-tauri/src/cognitive_learning/semantic_map.rs	162	161
cognitive_add_xp	src-tauri/src/commands/cognitive_center.rs	168	167
cognitive_analyze	src-tauri/src/commands/cognitive_commands.rs	43	42
cognitive_analyze	src-tauri/src/mock_commands.rs	1316	1315
cognitive_backup_memory	src-tauri/src/commands/cognitive_center.rs	791	790
cognitive_build_memory	src-tauri/src/cognitive_learning/memory_builder.rs	113	112
cognitive_check_coherence	src-tauri/src/commands/cognitive_commands.rs	57	56
cognitive_check_coherence	src-tauri/src/mock_commands.rs	1326	1325
cognitive_compute_hash_cmd	src-tauri/src/cognitive/commands.rs	23	22
cognitive_consolidate_memory	src-tauri/src/commands/cognitive_center.rs	751	750
cognitive_create_association	src-tauri/src/cognitive_learning/association_engine.rs	100	99
cognitive_delete_knowledge	src-tauri/src/commands/cognitive_center.rs	374	373
cognitive_get_associations	src-tauri/src/cognitive_learning/association_engine.rs	110	109
cognitive_get_evolution	src-tauri/src/commands/cognitive_center.rs	484	483
cognitive_get_knowledge_vault	src-tauri/src/commands/cognitive_center.rs	291	290
cognitive_get_map	src-tauri/src/cognitive_learning/semantic_map.rs	156	155
cognitive_get_memory	src-tauri/src/commands/cognitive_center.rs	656	655
cognitive_get_progression	src-tauri/src/commands/cognitive_center.rs	162	161
cognitive_get_status	src-tauri/src/commands/cognitive_commands.rs	102	101
cognitive_get_status	src-tauri/src/mock_commands.rs	1351	1350
cognitive_get_unified_state	src-tauri/src/commands/cognitive_center.rs	820	819
cognitive_grow_knowledge	src-tauri/src/cognitive_learning/knowledge_growth.rs	88	87
cognitive_ingest_file	src-tauri/src/commands/cognitive_center.rs	297	296
cognitive_integrate	src-tauri/src/commands/cognitive_commands.rs	71	70
cognitive_integrate	src-tauri/src/mock_commands.rs	1336	1335
cognitive_learn	src-tauri/src/commands/cognitive_commands.rs	88	87
cognitive_learn	src-tauri/src/mock_commands.rs	1345	1344
cognitive_optimize	src-tauri/src/commands/cognitive_commands.rs	123	122
cognitive_optimize	src-tauri/src/mock_commands.rs	1362	1361
cognitive_purge_memory	src-tauri/src/commands/cognitive_center.rs	727	726
cognitive_reset_progression	src-tauri/src/commands/cognitive_center.rs	203	202
cognitive_run_evolution_cycle	src-tauri/src/commands/cognitive_center.rs	490	489
cognitive_run_reinforcement	src-tauri/src/cognitive_learning/reinforcement_loop.rs	115	114
cognitive_run_selftest	src-tauri/src/cognitive/commands.rs	11	10
cognitive_search_knowledge	src-tauri/src/commands/cognitive_center.rs	352	351
cognitive_store_memory	src-tauri/src/commands/cognitive_center.rs	664	663
cognitive_summarize	src-tauri/src/cognitive_learning/summarizer.rs	84	83
cognitive_validate_state	src-tauri/src/cognitive/commands.rs	16	15
coherence_check_system	src-tauri/src/commands/coherence_commands.rs	66	65
coherence_get_score	src-tauri/src/commands/coherence_commands.rs	95	94
coherence_get_state	src-tauri/src/commands/coherence_commands.rs	38	37
coherence_initialize	src-tauri/src/commands/coherence_commands.rs	104	103
coherence_validate_connections	src-tauri/src/commands/coherence_commands.rs	81	80
compact_memory_directory	src-tauri/src/commands/memory_compactor_commands.rs	37	36
compact_memory_file	src-tauri/src/commands/memory_compactor_commands.rs	24	23
complete_onboarding	src-tauri/src/onboarding/mod.rs	129	128
conversation_behavioral_check	src-tauri/src/conversation_engine/commands.rs	279	278
conversation_emotional_process	src-tauri/src/conversation_engine/commands.rs	256	255
conversation_french_postprocess	src-tauri/src/conversation_engine/commands.rs	176	175
conversation_generate	src-tauri/src/conversation_engine/commands.rs	36	35
conversation_health_check	src-tauri/src/conversation_engine/commands.rs	150	149
conversation_memory_stats	src-tauri/src/conversation_engine/commands.rs	158	157
conversation_process_message	src-tauri/src/conversation_engine/commands.rs	118	117
conversation_realism_process	src-tauri/src/conversation_engine/commands.rs	233	232
cp_check_for_updates	src-tauri/src/control_panel_commands.rs	678	677
cp_clear_logs	src-tauri/src/control_panel_commands.rs	798	797
cp_clear_memory_cache	src-tauri/src/control_panel_commands.rs	528	527
cp_get_ai_config	src-tauri/src/control_panel_commands.rs	481	480
cp_get_design_config	src-tauri/src/control_panel_commands.rs	394	393
cp_get_logs	src-tauri/src/control_panel_commands.rs	733	732
cp_get_memory_stats	src-tauri/src/control_panel_commands.rs	499	498
cp_get_modules_status	src-tauri/src/control_panel_commands.rs	550	549
cp_get_network_config	src-tauri/src/control_panel_commands.rs	632	631
cp_get_security_config	src-tauri/src/control_panel_commands.rs	826	825
cp_get_singularity_status	src-tauri/src/control_panel_commands.rs	443	442
cp_get_system_info	src-tauri/src/control_panel_commands.rs	318	317
cp_install_update	src-tauri/src/control_panel_commands.rs	707	706
cp_run_system_diagnostic	src-tauri/src/control_panel_commands.rs	356	355
cp_set_ai_config	src-tauri/src/control_panel_commands.rs	486	485
cp_set_design_config	src-tauri/src/control_panel_commands.rs	418	417
cp_set_network_config	src-tauri/src/control_panel_commands.rs	655	654
cp_set_security_config	src-tauri/src/control_panel_commands.rs	849	848
cp_toggle_module	src-tauri/src/control_panel_commands.rs	593	592
cp_toggle_singularity	src-tauri/src/control_panel_commands.rs	461	460
crashguard_clear_memory	src-tauri/src/singularity_fusion/crash_guard.rs	53	52
crashguard_detect_threats	src-tauri/src/singularity_fusion/crash_guard.rs	45	44
crashguard_emergency_rollback	src-tauri/src/singularity_fusion/crash_guard.rs	83	82
crashguard_emergency_shutdown	src-tauri/src/singularity_fusion/crash_guard.rs	71	70
crashguard_get_active_threats	src-tauri/src/singularity_fusion/crash_guard.rs	89	88
crashguard_get_stats	src-tauri/src/singularity_fusion/crash_guard.rs	97	96
crashguard_kill_thread	src-tauri/src/singularity_fusion/crash_guard.rs	59	58
crashguard_reset_pipeline	src-tauri/src/singularity_fusion/crash_guard.rs	77	76
crashguard_restart_module	src-tauri/src/singularity_fusion/crash_guard.rs	65	64
create_agent	src-tauri/src/commands/multi_agents_commands.rs	125	124
create_conversation	src-tauri/src/commands/ai_chat.rs	385	384
create_ia_policy	src-tauri/src/commands/governance_commands.rs	204	203
create_module	src-tauri/src/creation/generator.rs	218	217
create_new_conversation	src-tauri/src/conversation_engine/commands.rs	22	21
delete_api_key	src-tauri/src/commands/ia_commands.rs	99	98
delete_config_preset	src-tauri/src/config/presets.rs	186	185
delete_conversation	src-tauri/src/commands/ai_chat.rs	430	429
delete_ia_policy	src-tauri/src/commands/governance_commands.rs	235	233
delete_secret	src-tauri/src/secure_commands.rs	585	584
delete_snapshot	src-tauri/src/time_commands.rs	142	141
delete_state	src-tauri/src/commands/state_bridge_commands.rs	258	257
detect_file_format	src-tauri/src/knowledge/parser.rs	238	237
devops_run	src-tauri/src/commands/devops.rs	131	130
devops_stats	src-tauri/src/commands/devops.rs	168	167
devtools_analyze	src-tauri/src/devtools/api.rs	232	231
devtools_debug_clear	src-tauri/src/commands/devtools_commands.rs	43	42
devtools_debug_clear	src-tauri/src/devtools/api.rs	119	118
devtools_debug_last	src-tauri/src/devtools/api.rs	97	96
devtools_debug_stats	src-tauri/src/devtools/api.rs	108	107
devtools_debug_toggle	src-tauri/src/devtools/api.rs	130	129
devtools_disable	src-tauri/src/commands/devtools_commands.rs	29	28
devtools_disable	src-tauri/src/devtools/api.rs	310	309
devtools_enable	src-tauri/src/commands/devtools_commands.rs	15	14
devtools_enable	src-tauri/src/devtools/api.rs	302	301
devtools_knn	src-tauri/src/devtools/api.rs	203	202
devtools_memory_export	src-tauri/src/devtools/api.rs	156	155
devtools_memory_health	src-tauri/src/devtools/api.rs	217	216
devtools_memory_ltm	src-tauri/src/devtools/api.rs	178	177
devtools_memory_search	src-tauri/src/devtools/api.rs	189	188
devtools_memory_stats	src-tauri/src/devtools/api.rs	145	144
devtools_memory_stm	src-tauri/src/devtools/api.rs	167	166
devtools_metrics	src-tauri/src/devtools/api.rs	255	254
devtools_status	src-tauri/src/devtools/api.rs	282	281
discover_cores	src-tauri/src/commands/devtools.rs	342	341
embed_image	src-tauri/src/multimodal/commands.rs	91	90
embed_text	src-tauri/src/multimodal/commands.rs	105	104
engine_get_cognition_state	src-tauri/src/commands/engine_commands.rs	124	123
engine_get_evolution_state	src-tauri/src/commands/engine_commands.rs	223	222
engine_get_harmonia_state	src-tauri/src/commands/engine_commands.rs	91	90
engine_get_nexus_state	src-tauri/src/commands/engine_commands.rs	75	74
engine_get_sentinel_state	src-tauri/src/commands/engine_commands.rs	107	106
engine_get_singularity_state	src-tauri/src/commands/engine_commands.rs	139	138
engine_health	src-tauri/src/commands/engine_v14.rs	55	54
engine_init	src-tauri/src/commands/engine_v14.rs	16	15
engine_init_singularity	src-tauri/src/commands/engine_commands.rs	181	180
engine_metrics	src-tauri/src/commands/engine_v14.rs	62	61
engine_modules	src-tauri/src/commands/engine_v14.rs	69	68
engine_snapshot	src-tauri/src/commands/engine_v14.rs	76	75
engine_status	src-tauri/src/commands/engine_v14.rs	96	95
engine_stop	src-tauri/src/commands/engine_v14.rs	83	82
engine_sync	src-tauri/src/commands/engine_v14.rs	42	41
engine_tick	src-tauri/src/commands/engine_commands.rs	201	200
engine_tick	src-tauri/src/commands/engine_v14.rs	29	28
evolution_add_data_point	src-tauri/src/evolution/evolution_commands.rs	546	545
evolution_adjust_emotional_sensitivity	src-tauri/src/commands/evolution.rs	138	137
evolution_approve_suggestion	src-tauri/src/evolution/evolution_commands.rs	666	665
evolution_auto_correct	src-tauri/src/commands/evolution.rs	57	56
evolution_auto_detect_mode	src-tauri/src/commands/evolution.rs	166	165
evolution_clear_old_history	src-tauri/src/evolution/evolution_commands.rs	1010	1009
evolution_create_action	src-tauri/src/evolution/evolution_commands.rs	779	778
evolution_detect_inconsistencies	src-tauri/src/commands/evolution.rs	112	111
evolution_emergency_heal	src-tauri/src/commands/evolution.rs	51	50
evolution_execute_action	src-tauri/src/evolution/evolution_commands.rs	817	816
evolution_generate_report	src-tauri/src/evolution/evolution_commands.rs	511	510
evolution_get_data_points	src-tauri/src/evolution/evolution_commands.rs	576	575
evolution_get_emotional_recommendations	src-tauri/src/commands/evolution.rs	148	147
evolution_get_history	src-tauri/src/evolution/evolution_commands.rs	984	983
evolution_get_insights	src-tauri/src/evolution/evolution_commands.rs	623	622
evolution_get_pattern	src-tauri/src/commands/evolution.rs	91	90
evolution_get_patterns	src-tauri/src/evolution/evolution_commands.rs	605	604
evolution_get_prediction_history	src-tauri/src/commands/evolution.rs	130	129
evolution_get_scores	src-tauri/src/evolution/evolution_commands.rs	473	472
evolution_get_state	src-tauri/src/evolution/evolution_commands.rs	408	407
evolution_get_statistics	src-tauri/src/evolution/evolution_commands.rs	1164	1163
evolution_get_stats	src-tauri/src/commands/evolution.rs	85	84
evolution_get_stats	src-tauri/src/evolution/evolution_loop.rs	254	253
evolution_get_suggestions	src-tauri/src/evolution/evolution_commands.rs	645	644
evolution_health_check	src-tauri/src/commands/evolution_v14.rs	148	147
evolution_recall_memory	src-tauri/src/commands/evolution.rs	76	75
evolution_record_prediction	src-tauri/src/commands/evolution.rs	120	119
evolution_reject_suggestion	src-tauri/src/evolution/evolution_commands.rs	733	732
evolution_rollback_action	src-tauri/src/evolution/evolution_commands.rs	922	921
evolution_run_cycle	src-tauri/src/commands/evolution.rs	38	37
evolution_run_cycle	src-tauri/src/evolution/evolution_loop.rs	248	247
evolution_run_full_cycle	src-tauri/src/evolution/evolution_commands.rs	1029	1028
evolution_safe_reset	src-tauri/src/commands/evolution.rs	45	44
evolution_should_be_proactive	src-tauri/src/commands/evolution.rs	157	156
evolution_start	src-tauri/src/evolution/evolution_commands.rs	417	416
evolution_stop	src-tauri/src/evolution/evolution_commands.rs	443	442
evolution_store_memory	src-tauri/src/commands/evolution.rs	65	64
evolution_update_score	src-tauri/src/evolution/evolution_commands.rs	482	481
exp_add	src-tauri/src/overdrive/exp_engine.rs	201	200
exp_add_batch	src-tauri/src/overdrive/exp_engine.rs	287	286
exp_add_knowledge	src-tauri/src/commands/exp_fusion.rs	464	463
exp_get_achievements	src-tauri/src/overdrive/exp_engine.rs	581	580
exp_get_categories	src-tauri/src/commands/exp_fusion.rs	388	387
exp_get_category_stats	src-tauri/src/overdrive/exp_engine.rs	507	506
exp_get_global_state	src-tauri/src/commands/exp_fusion.rs	379	378
exp_get_history	src-tauri/src/overdrive/exp_engine.rs	474	473
exp_get_leaderboard	src-tauri/src/overdrive/exp_engine.rs	551	550
exp_get_level_up_history	src-tauri/src/overdrive/exp_engine.rs	334	333
